app_temp,azimuth,clouds,dewpt,dhi,dni,elev_angle,ghi,precip_rate,pres,rh,slp,snow_rate,solar_rad,temp,uv,vis,wind_dir,wind_gust_spd,wind_spd,Broken clouds,Clear Sky,Few clouds,Fog,Haze,Heavy rain,Light rain,Moderate rain,Overcast clouds,Scattered clouds,Thunderstorm with heavy rain,timestamp
14.542652,50.464333,53.91444,10.175651,26.065619,204.34955,-15.5655155,140.0314,-1.0463228,1016.21313,74.77333,1023.3476,0.00288318,148.01442,0.9706027,13.124137,223.17656,7.5200562,7.3544445,0.25478467,-0.0484125,0.23056282,0.086749256,0.28603226,-0.0021081485,0.009825666,-0.007776443,0.3431546,0.16915728,0.00033345653,14.4974165,2023-05-18 10:45:00
14.639379,62.86975,56.922073,10.112245,28.568007,225.85329,-17.336077,151.17609,-1.2577045,1016.0732,73.700264,1023.3198,0.0031709329,146.59184,0.9085867,12.45957,229.88449,7.8916397,7.663187,0.27105883,-0.048631635,0.17684601,0.21667564,0.36774975,-0.001240541,0.008450356,-0.010407833,0.36630684,0.16534668,-0.00705768,14.569843,2023-05-18 11:00:00
14.586113,108.61768,59.779373,9.970406,31.615837,253.17386,-17.459679,160.07286,-1.20883,1015.9023,72.67406,1023.2301,0.001336467,153.44029,0.91191465,11.827717,241.68816,8.0528555,7.843719,0.30453658,-0.027053438,0.10552368,0.39641833,0.47816196,-0.009875724,0.0094913775,-0.00014567681,0.36672112,0.16276243,-0.011141135,14.555257,2023-05-18 11:15:00
14.588714,155.90996,60.542126,9.844843,34.683075,281.99857,-15.923048,170.70642,-1.0114063,1015.5952,71.58112,1022.9014,-0.00031431305,167.52579,0.9394139,11.992547,243.48378,8.210015,8.040256,0.25386313,-0.08568137,0.10047527,0.5039328,0.34285694,-0.006855895,0.023170318,0.012034717,0.36781594,0.19388461,-0.011114809,14.641245,2023-05-18 11:30:00
14.70853,226.78925,58.7246,9.871456,34.309273,277.85785,-14.459125,176.9504,-0.71136254,1015.31067,71.3072,1022.4089,0.0013299624,179.86003,0.99474823,12.334092,239.328,8.661762,8.472925,0.22016512,-0.14634961,0.18414253,0.5796581,0.43558434,0.0001232328,0.040993817,0.008207579,0.33632326,0.18551353,-0.0014894891,14.8122635,2023-05-18 11:45:00
14.8221245,283.56873,57.190784,9.963987,30.42444,240.94673,-13.338336,170.13657,-0.6152515,1015.34656,71.34205,1022.28375,0.0021501442,182.94356,1.0147102,12.520136,224.34644,9.134211,8.866981,0.23742013,-0.12630105,0.23580423,0.47302762,0.47432932,0.002207414,0.07323129,0.0014751968,0.29257676,0.12782872,-0.0016754649,14.931447,2023-05-18 12:00:00
14.860581,303.09293,57.563435,9.992367,30.26245,236.52533,-11.054726,168.89232,-0.76949567,1015.3215,71.414604,1022.1819,0.00042733073,185.64375,1.0314357,12.807394,220.96045,9.246551,8.943048,0.21493399,-0.09935058,0.2633576,0.36028033,0.5907077,-0.007575564,0.09108649,-8.5831416e-05,0.3160751,0.07778219,-0.0063443547,15.010929,2023-05-18 12:15:00
14.864434,313.3179,57.638794,9.978907,28.971348,228.33556,-9.933035,156.75197,-1.0353492,1015.1384,71.18017,1022.0195,0.0022009783,176.72655,1.0108416,13.08749,215.93552,9.181815,8.9679785,0.20225309,-0.028295651,0.2910265,0.19437294,0.873691,-0.010869755,0.090319075,-0.008531051,0.34220502,0.0099671595,-0.008229246,15.028354,2023-05-18 12:30:00
14.871563,321.72177,56.911415,10.010015,27.972916,222.39098,-9.788749,146.88939,-0.9264465,1015.1185,71.6566,1021.92957,0.00045580516,170.05641,1.0033731,13.261155,212.55327,9.203771,8.969302,0.17298515,0.051279068,0.33071095,0.050352015,1.0346595,-0.0035314194,0.07781411,-0.0059137866,0.34039822,-0.055074353,-0.0025918728,14.987498,2023-05-18 12:45:00
14.8067,310.2031,56.84006,9.984959,29.533709,231.86537,-9.211815,142.22705,-0.7619923,1015.13837,71.91078,1021.98566,-0.0018970232,165.64282,0.9984134,12.967329,211.34691,9.179897,9.020063,0.09626179,0.13999748,0.35100162,0.0494101,1.2368698,0.0020835283,0.06788817,-0.0028956186,0.37611815,-0.05999786,0.00014935617,14.945262,2023-05-18 13:00:00
